date,source,forecast,COLD,HOT,WET,DRY,CLOUDY,WINDY
2018-10-17,boards,"TODAY ... Partly cloudy, isolated showers, cool. Highs 11 to 14 11 C. Occasionally rather breezy from west to northwest but somewhat variable as weak troughs form in the westerly flow.",1.00,0.00,1.00,0.00,1.00,2.00
2018-10-18,boards,"TODAY ... Sunny with scattered frost or mist dissipating, then somewhat warmer by afternoon with increasing cloud, highs eventually reaching about 14 C. Moderate southwest winds developing later in the day.",0.00,1.00,0.00,0.00,2.00,1.00
2018-10-19,boards,"TODAY ... Partly to mostly cloudy, but there could be some sunny breaks in the mix, patchy light rain mostly confined to west and amounts quite slight (trace to 2 mm expected) ... highs around 15 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-10-20,boards,"TODAY ... Hazy with some sunny spells, also patchy low cloud but very mild. Highs 16 to 19 C. Winds south to southwest 50 to 70 km/hr at times by mid-day and afternoon.",0.00,0.00,0.00,0.00,1.00,1.00
2018-10-21,boards,"TODAY ... Mild at first with some light rain or drizzle in a moderate southwest wind, the rain ending in a few hours in the west, and around early to mid-afternoon in the east (2-3 mm total rainfalls, so not very heavy), temperatures will remain around 15 C in the light rain then will fall steadily to about 8-10 C this afternoon in the northwest, and this cooler air will arrive in the southeast by late afternoon, as winds veer to west then northwest at 40 to 70 km/hr. Sunny intervals will develop in western counties by afternoon.",0.00,0.00,5.00,1.00,0.00,3.00
2018-10-22,boards,"TODAY ... Sunny with cloudy intervals, rather breezy at times (west to northwest 40 to 60 km/hr), cool. Highs 9 to 12 C. There may be isolated showers near northern coasts.",1.00,0.00,1.00,0.00,1.00,1.00
2018-10-23,boards,"TODAY ... Some hazy sunshine at times, but also some cloud, generally light winds except moderate westerly near some northern coasts, and dry, with somewhat milder temperatures, highs 12 to 15 C.",0.00,0.00,0.00,1.00,1.00,2.00
2018-10-24,boards,"TODAY ... Hazy with a mixture of cloud and filtered sunshine through higher cloud, mild, highs 12 to 15 C.",0.00,0.00,0.00,0.00,2.00,0.00
2018-10-25,boards,"TODAY ... Increasing cloud, rain developing from north to south in the late afternoon and evening, moderate westerly winds veering to northwest near evening time, 50 to 70 km/hr. Highs 10 to 13 C (milder in south).",0.00,0.00,1.00,0.00,1.00,2.00
2018-10-26,boards,"TODAY ... Windy and cold, some sunshine especially inland and near south coast, passing showers of hail or rain (snow possible on high terrain), winds northwest to north 50 to 80 km/hr adding chill to highs near 7 C.",3.00,0.00,4.00,0.00,0.00,2.00
2018-10-27,boards,"TODAY ...  Partly cloudy, windy and cold, winds north to northeast 50 to 80 km/hr, highs 5 to 8 C ... some bands of showers may contain some hail or sleet, and produce some thunder, while other places remain dry with occasional sunny breaks. At first the showers will be mainly over the western half of the country. Later on, bands of showers over the Irish Sea may begin to drift closer to the Wicklow coast and eventually may move inland between south Dublin and Wexford, once again precipitation from these will vary mostly by elevation with sleet or snow possible above 300 metres, hail or rain more likely lower down, and some thunder quite likely if they hit land.",2.00,0.00,10.00,1.00,1.00,2.00
2018-10-28,boards,"TODAY ... Mostly sunny but cold, some lingering frost in shaded areas, with a slight chance of mixed wintry showers over higher ground in the southeast. Winds much lighter than the past two days, but sometimes adding a little chill to highs only reaching 7 to 9 C.",2.00,0.00,1.00,0.00,0.00,1.00
2018-10-29,boards,"TODAY ... Mostly cloudy, some light rain in western counties, staying dry much of the time in central and eastern counties although some patchy drizzle is possible. Caution is advised in north central counties this morning for patchy black ice conditions on some side roads, as temperatures are near -2 C in some areas. Eventually today's highs will reach about 7 C in the east and 10 C in the west, with generally light south winds near the west coast and easterly breezes elsewhere.",0.00,0.00,2.00,1.00,1.00,3.00
2018-10-30,boards,"TODAY ... Very cold this morning in Leinster where skies have cleared, and the sunshine may last to mid-day with frost slow to clear. Cloudy most other parts of the country with patchy light rain, possibly sleet on higher ground, but eventually this cloud will begin to spread back to the east as temperatures rise slowly in the east. Highs will range from 6 in some parts of Leinster and east Ulster to 10 C near the south and west coasts.",1.00,0.00,2.00,0.00,2.00,0.00
2018-10-31,boards,"TODAY ... Partly to mostly cloudy, showery outbreaks of rain (sleet possible on some higher ground), highs 7 to 10 C. Moderate southwest to westerly winds developing by afternoon. The most active band of showers will be moving into eastern counties around mid-day to early afternoon after giving western counties scattered 2-5 mm amounts this morning, so perhaps some sunshine at times by this afternoon around Galway and Mayo.",0.00,0.00,3.00,0.00,1.00,2.00
2018-11-01,boards,"TODAY ... Partly cloudy, isolated showers, some sleety on higher ground ... some lingering frost in central counties, patches of black ice may be hazardous on some secondary roads, eventually temperatures will reach about 7 or 8 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-11-02,boards,"TODAY ... Sunny intervals this morning in eastern counties, becoming mostly cloudy around mid-day as cloud already moving into the west arrives, then some rain developing near Atlantic coasts, as winds increase gradually to reach southerly 60 to 90 km/hr by evening in western counties. Temperatures will be slowly climbing all day and into the overnight hours with readings near 7 C at mid-afternoon but 10 to 13 C by midnight.",0.00,0.00,1.00,0.00,2.00,2.00
2018-11-03,boards,"TODAY ... Windy and mild, a band of showery rain bringing total accumulations to 5 to 15 mm, reaching eastern counties later this morning to mid-day, with strong winds veering slowly to southwest 60 to 100 km/hr in more exposed areas, and some higher gusts possible around western Mayo and Donegal. Highs 12 to 15 C. (Ex hurricane Oscar will produce stronger winds of force 10-11 on the Beaufort scale in marine areas northwest of Donegal Bay and there will be some large swells and breaking waves on exposed coasts around Achill and Donegal).",0.00,0.00,1.00,0.00,0.00,4.00
2018-11-04,boards,"TODAY ... Some sunny breaks this morning as winds continue to ease, although still a few widely scattered showers in western counties, then increasing cloud during the afternoon leading to rain near the south and southeast coasts, highs 11 to 13 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-11-05,boards,"TODAY ... Rain will continue to fragment to patchy drizzle during the morning, with some clearing possible by mid-day in parts of central and eastern counties, while more light rain appears near the west coast this afternoon. Highs 9 to 12 C.",0.00,0.00,3.00,0.00,0.00,0.00
2018-11-06,boards,"TODAY ... A sharply defined front is making steady progress east into the midlands and will reach the east coast around mid-day. Heavy bursts of rain and even a weak thunderstorm will accompany this front with gusty southeast to south winds 50 to 70 km/hr ahead of it, 15-25 mm of rain during its passage possibly flooding some roadways briefly. After its passage, variable cloud and some further light rain will move from west to east. Highs about 13 C ahead of the front, 10 or 11 C in western counties.",0.00,0.00,3.00,0.00,1.00,1.00
2018-11-07,boards,"TODAY ... Rain will continue in eastern counties to mid-day or early afternoon before briefly ending but more rain will then arrive from the south west by late in the day. Elsewhere, some sunny breaks at first, then outbreaks of rain, highs generally about 9 C.",0.00,0.00,3.00,0.00,0.00,0.00
2018-11-08,boards,"TODAY ... Partly cloudy at first, then more overcast by mid-day with rain moving into southeast then up the east coast during the afternoon. About 10 to 15 mm is expected by this evening in those areas, but further west some places will remain dry and at most there will be some light scattered showers. Highs around 10 C.",0.00,0.00,2.00,1.00,2.00,0.00
2018-11-09,boards,"TODAY ... Windy with outbreaks of rain becoming heavier as they move gradually east, reaching the east coast by early to mid afternoon although some lighter rain is likely before this arrives. Some parts of north and east Connacht, west Ulster, and Leinster may see 20-25 mm of rain, other areas closer to 15 mm. Winds southerly 60 to 100 km/hr with some higher gusts possible, then slowly veering to southwest this afternoon and abating somewhat, with partly cloudy skies to follow, and isolated showers. Highs 11 to 13 C.",0.00,0.00,4.00,0.00,1.00,4.00
2018-11-10,boards,"TODAY ... Partly cloudy, a few passing showers, more frequent in western counties where one or two could become heavy, slight risk of hail or thunder, and moderate southwest winds 40 to 60 km/hr with highs near 11 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-11-11,boards,"TODAY ... Some sunny intervals with showers developing from the west this morning, a few likely to become heavy with hail or thunder. Moderate south to southwest winds 50 to 80 km/hr. Highs 8 to 11 C.",0.00,0.00,2.00,0.00,0.00,1.00
2018-11-12,boards,"TODAY ... Partly cloudy, a few passing showers, but amounts only 2 or 3 mm, moderate southwest to westerly winds 40 to 60 km/hr, with highs 8 to 11 C.",0.00,0.00,1.00,0.00,1.00,2.00
2018-11-13,boards,"TODAY ... Breezy and mild, rain arriving in the west by late afternoon and spreading across most regions overnight. Highs 11 to 13 C.",0.00,0.00,1.00,0.00,0.00,1.00
2018-11-14,boards,"TODAY ... Mostly cloudy, with intervals of light rain, a further 5 to 8 mm on average, and very mild with highs 12 to 15 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-11-15,boards,"TODAY ... Rain will continue near the west coast with further amounts of 10 to 20 mm possible, and there may be one brief return of light rain a little further east around mid-day before the system pulls away to the north, but parts of the south and east will remain dry with some sunshine at times, staying very mild with highs 13 to 16 C. Moderate southerly winds 40 to 60 km/hr.",0.00,0.00,2.00,1.00,0.00,2.00
2018-11-16,boards,"TODAY ... A mixture of cloud and hazy sunshine, mainly dry although spots of drizzle from the low cloud that is likely to stream in from the south coast at times, with moderate to strong southeast winds developing, 50 to 80 km/hr, with highs still quite mild near 13 C.",0.00,0.00,2.00,1.00,2.00,1.00
2018-11-17,boards,"TODAY ... Breezy and mild with extensive low cloud and spotty drizzle, but some brighter intervals further north and west, as this cloud is streaming in from the Celtic Sea and Irish Sea. Winds southeast 50 to 70 km/hr in exposed areas, and highs 12 to 14 C.",0.00,0.00,2.00,0.00,2.00,2.00
2018-11-18,boards,"TODAY ... Breezy, rather cool compared to the past week, with highs 8 to 11 C. Winds southeast 50 to 70 km/hr. Some sunny intervals this morning, then becoming partly to mostly cloudy with some patchy drizzle that will be somewhat more prevalent near south and (by mid-day) east coasts while further north and west, some sunny intervals persisting into the afternoon.",1.00,0.00,1.00,0.00,1.00,2.00
2018-11-19,boards,"TODAY ... Breezy and colder, sunny this morning with increasing cloud this afternoon, and highs 7 to 10 C. Winds east-southeast 50 to 70 km/hr.",1.00,0.00,0.00,0.00,1.00,2.00
2018-11-20,boards,"TODAY ... Cloudy, cold, occasional light rain or drizzle more frequent in Leinster and east Munster, south coast to Kerry. Amounts will be generally slight (3 to 7 mm), winds east 40 to 60 km/hr, and temperatures steady 5 to 8 C. Some sunny breaks will continue in north Connacht and west Ulster.",1.00,0.00,2.00,0.00,1.00,1.00
2018-11-21,boards,"TODAY ... Outbreaks of rain (sleety on higher ground) will continue more frequently in central and northern counties, and some local downpours may be heavy with some hail mixing in, but most places will see about 5-10 mm. Where it rains, there will likely be moderate southeast winds, but further south there could be some sunny breaks this morning with somewhat lighter winds around mid-day. Highs 7 to 9 C although about 5 degrees on higher slopes.",0.00,0.00,4.00,0.00,0.00,2.00
2018-11-22,boards,"TODAY ... Showers moving west this morning followed by some partial clearing, then further outbreaks of light rain near southwest coasts spreading some distance inland, moderate southeast winds at times, highs 8 to 10 C.",0.00,0.00,2.00,0.00,0.00,1.00
2018-11-23,boards,"TODAY ... Rain becoming moderate to heavy at times in the south, 10 to 20 mm amounts possible. Variable cloud with isolated showers further north. Winds southeast 30 to 50 km/hr but increasing at times near south coast to 50 to 70 km/hr. Highs 8 to 10 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-11-24,boards,"TODAY ... Cloudy with sunny breaks developing especially in north and west, some further outbreaks of light rain in south (2-5 mm), rather cold in the breeze (east 30-50 km/hr), highs 8 to 11 C.",1.00,0.00,1.00,0.00,1.00,1.00
2018-11-25,boards,"TODAY ... Cloudy with a few brighter intervals, local showers feeding in from Irish Sea in central Leinster (2 to 5 mm possible). Moderate east winds 30 to 50 km/hr, cool. Highs 8 to 10 C.",1.00,0.00,1.00,0.00,1.00,1.00
2018-11-26,boards,"TODAY ... Partly cloudy, moderate southeast winds developing, rain by evening in parts of the southwest. Highs 8 to 11 C.",0.00,0.00,1.00,0.00,1.00,1.00
2018-11-27,boards,"TODAY ... Heavy rainfall alert in place, 20 to 40 mm in many areas this morning, tapering off around mid-day except in north Leinster and east Ulster where it could continue to the afternoon. With this band of heavy rain, some embedded squally thunderstorms are possible and there could be very localized wind damage or hail reported, most likely in central Munster to south Connacht. After the band of rain moves through, some clearing may develop and winds will ease from southerly gales of 50 to 80 km/hr with some local gusts to 110 km/hr, to about 30 to 50 km/hr from the southwest this afternoon and evening. Intermittent light rain will return from the southwest by evening. It will be quite mild with highs near 10 C in north Leinster and east Ulster, to 14 C in parts of west Munster.",0.00,0.00,5.00,0.00,0.00,5.00
2018-11-28,boards,"TODAY ... Very windy along the south coast this morning, with some severe gusts possible, southerly winds 80 to 120 km/hr. Strong gusts will spread inland where terrain permits, but east coast may remain more moderate until mid-day. West coast likely to see moderate south to southwest winds veering to westerly and increasing to 70 to 100 km/hr. Galway Bay may experience higher gusts and some coastal flooding, but coastal flooding more widespread on south coast especially around times of high tides. Rain will increase gradually becoming more persistent mid-day and afternoon. About 10 to 15 mm rain for most places. Strong westerly winds will then sweep through central counties to reach the east coast (westerly 60 to 90 km/hr with some higher gusts). Very mild especially before the wind shifts to westerly, 13 to 15 C.",0.00,0.00,2.00,0.00,0.00,14.00
2018-11-29,boards,"TODAY ... Rain this morning in eastern counties should clear before mid-day. There will be some sunny breaks this morning in western and central counties, followed by scattered showers, some of which could produce hail and thunder. Winds will increase gradually from the southwest to reach 50-80 km/hr, possibly closer to 100 km/hr in gusts near northern coasts. Not as mild but still a little above average with highs 8 to 10 C.",0.00,0.00,3.00,0.00,0.00,2.00
2018-11-30,boards,"TODAY ... Cloudy with sunny intervals, passing showers, some rather heavy with hail and thunder, breezy to windy at times (WSW 40 to 70 km/hr, and gusts to near 100 km/hr in exposed coastal areas of west and north). Highs 8 to 10 C. Somewhat less windy by afternoon and evening.",0.00,0.00,2.00,0.00,1.00,4.00
2018-12-01,boards,"TODAY ... As heavier rain moves east across Ulster this morning, skies will become partly cloudy in many areas with scattered outbreaks of light rain or drizzle mingled with sunny breaks, and it will be quite mild in the south with highs 11 to 13 C, while further north it will remain overcast and highs will be only 7 or 8 C.",0.00,0.00,3.00,0.00,2.00,0.00
2018-12-02,boards,"TODAY ... A few brighter intervals at first, very mild in the south, turning milder in the north rather gradually, with rain becoming more persistent by afternoon, 10 to 20 mm possible. Highs near 10 or 11 C except 12 to 14 C inland south. Moderate southwest winds 50 to 80 km/hr at least near some coasts.",0.00,0.00,1.00,0.00,0.00,1.00
2018-12-03,boards,"TODAY ... Rain clearing east this morning, followed by partly cloudy skies with some sunshine by afternoon. Highs about 9 or 10 C except closer to 12 C near south coast.",0.00,0.00,1.00,0.00,1.00,0.00
2018-12-04,boards,"TODAY ... Sunny intervals, then increasing cloud. The chilly start will linger in east and north most of the day, while it gets more rapidly milder in the south and west. After thicker cloud arrives, rain will start by mid-afternoon in the south and parts of the west, however it will only become moderately heavy",0.00,0.00,1.00,0.00,2.00,0.00
2018-12-05,boards,"TODAY ... Rain gradually ending this morning, followed by mostly cloudy skies with a few breaks, and isolated showers or patches of drizzly light rain, winds turning more westerly by afternoon and backing to southerly by evening. Highs 8 to 11 C.",0.00,0.00,3.00,0.00,1.00,3.00
2018-12-06,boards,"TODAY ... Misty and mild with occasional rain, rather foggy in higher elevations, about 10 to 20 mm rain expected. Highs 11 to 14 C. Moderate southwest winds 50 to 80 km/hr near exposed coasts, 40 to 60 km/hr inland.",0.00,0.00,2.00,0.00,0.00,1.00
2018-12-07,boards,"TODAY ... Windy and turning colder with passing squally showers, some with hail and thunder, more frequent in north and west. Some sunny intervals for south and east between showers. Winds westerly 50 to 80 km/hr for most, 70 to 110 km/hr in exposed coastal areas. Temperatures steady or slowly falling in the 7 to 9 C range.",1.00,0.00,3.00,0.00,0.00,3.00
2018-12-09,boards,"TODAY ... Partly cloudy, windy and feeling colder with passing showers and some sunny breaks. Highs 8 to 10 C. Winds northwest 50 to 80 km/hr easing by afternoon, backing to westerly 50 km/hr.",1.00,0.00,1.00,0.00,1.00,3.00
2018-12-10,boards,"TODAY ... Mostly cloudy, spotty light rain near west coast later in the day, not as windy and while rather cold at first, milder again by afternoon and evening. Highs 8 to 11 C.",1.00,0.00,1.00,0.00,1.00,1.00
2018-12-11,boards,"TODAY ... Overcast with occasional light rain slowly spreading further east, but staying dry for a good part of the day in some eastern, central and northern counties. Moderate southeast winds at times, feeling rather chilly especially near east coast. Highs 8 to 11 C. About 5 to 10 mm rainfalls. Rather foggy on some higher terrain due to lower cloud ceilings setting in.",0.00,0.00,2.00,1.00,2.00,1.00
2018-12-12,boards,"TODAY ... Overcast most of the day in both eastern and southwestern counties, as one outbreak of drizzly light rain drifts away from the east coast, another heavier band of rain will slowly move into the southwest by afternoon and evening. Most other locations will start out foggy or misty and quite cold with isolated frost clearing followed by partly to mostly cloudy skies. Highs 7 to 10 C. Winds light to moderate southeast will pick up steadily this afternoon reaching 40-60 km/hr in parts of west Munster.",1.00,0.00,2.00,0.00,2.00,1.00
2018-12-13,boards,"TODAY ... Rain with moderate southeast winds 50 to 80 km/hr, a further 10-15 mm will fall in parts of Munster and Connacht, 5-10 mm for Leinster and Ulster. Highs 9 to 12 C.",0.00,0.00,1.00,0.00,0.00,1.00
2018-12-14,boards,"TODAY ... Mostly cloudy, generally dry but with a few patchy outbreaks of drizzle, rain developing later in south and west, as winds begin to pick up to southeast 40-70 km/hr. Rather mild with highs 10 to 13 C.",0.00,0.00,2.00,1.00,1.00,1.00
2018-12-15,boards,"TODAY ... Alerts are issued for strong winds and heavy rainfalls (storm Deirdre) ... most locations will see 30-50 mm rainfalls with some thunderstorm potential, most likely for the inland south. Local flooding is likely to develop, poor driving conditions may be encountered due to surface water on some major routes and hydroplaning and road spray hazards. Strong winds will first affect mostly the eastern counties as strong southeast winds 70-110 km/hr continue, with some strong gusts near east coast. These winds will slowly abate for a time after mid-day as the low pressure trough approaches. Rather variable and sometimes light winds at first in western counties will rapidly increase this afternoon to west-northwest 80-120 km/hr for several hours. These very strong winds will move along the south coast from Cork (around 3 p.m.) to Wexford (by 5 p.m.) and will then rapidly overspread all other counties further north once the low reaches the Irish Sea by evening. Highs will reach 13 C in parts of the south and southeast, 8 to 10 C most other places.

(added 0800h) _ Stay close to forecast sources if you live in the south or southeast, as some guidance is now showing a more intense outcome that might bring severely damaging gusts of 140 km/hr to coastal counties and some parts of inland southeast, in particular from Cork to Wexford. As this storm is just beginning to develop, it may be 1100h before we can nail down these details; just a heads up that ""code red"" wind warnings are possible if certain guidance is correct. These winds might develop around 1 to 5 p.m. (in any case it will almost certainly be a code orange wind situation which is severe enough).",0.00,0.00,3.00,0.00,0.00,11.00
2018-12-16,boards,"TODAY ... Some sunny breaks to start in Leinster and Ulster, variable cloud with scattered outbreaks of light rain in Munster and Connacht. The rain will become more showery with local hail and thunder, spreading to all areas mid-day, then dying out gradually. Highs 6 to 9 C.",0.00,0.00,3.00,0.00,1.00,0.00
2018-12-17,boards,"TODAY ... Mostly cloudy after a few brighter intervals this morning in eastern counties. Southerly winds will begin to increase around mid-day and rain will gradually spread into western counties, becoming heavier by evening. Highs 8 to 11 C.",0.00,0.00,1.00,0.00,1.00,2.00
2018-12-18,boards,"TODAY ... Rain ending by mid to late morning in east (latest in east Ulster by 1100h), as partial clearing spreads in from western counties, to be followed by further outbreaks of showery rain (already forming west of Galway), some hail and thunder but also a few sunny breaks, in moderate westerly winds. The strong southerly winds this morning still underway in parts of Leinster and Ulster will quickly abate as the rain moves east. Somewhat colder than recent days, with temperatures steady 7 to 9 C (a few locations currently above 10 C will drop into that range soon).",1.00,0.00,4.00,0.00,0.00,4.00
2018-12-19,boards,"TODAY ... Some morning sunny intervals in east, as showers develop in west, then longer intervals of rain or heavier showers, moderate to strong southwest winds redeveloping, 50 to 80 km/hr. Lows 2 to 5 C and highs 8 to 10 C. An interval of stronger winds may develop by evening, westerly 70 to 110 km/hr, at least in exposed west and north coastal areas, probably also near the south coast. This likely won't reach the intensity of either of the recent events, but could produce some alerts. High tides will be prone to minor coastal flooding (full moon approaching, 22nd). Expect about 10 mm of rain in most places, 5 mm in drier parts of the southeast sheltered by higher terrain.",0.00,0.00,4.00,1.00,0.00,3.00
2018-12-20,boards,"TODAY ... Partly cloudy with some decent sunny intervals in south and east, followed by more widespread showers, some rather heavy, but average amounts 5-8 mm, highs 7 to 9 C. Occasionally breezy, westerly 50 to 80 km/hr, in some exposed coastal areas.",0.00,0.00,1.00,0.00,1.00,2.00
2018-12-21,boards,"TODAY ... Rather windy near the south coast, winds southwest 50 to 80 km/hr, but these winds should ease later. Some scattered outbreaks of light rain but fairly dry overall this morning, then somewhat more widespread light rain in central regions by afternoon, only 3 to 7 mm further rainfall expected at most. Highs 8 to 12 C.",0.00,0.00,3.00,1.00,0.00,3.00
2018-12-21,boards,"TODAY ... Rather windy near the south coast, winds southwest 50 to 80 km/hr, but these winds should ease later. Some scattered outbreaks of light rain but fairly dry overall this morning, then somewhat more widespread light rain in central regions by afternoon, only 3 to 7 mm further rainfall expected at most. Highs 8 to 12 C.",0.00,0.00,3.00,1.00,0.00,3.00
2018-12-22,boards,"TODAY ... Partly cloudy this morning, a few brief showers widely separated, then more overcast by afternoon, highs 7 to 11 C, coolest in north central counties. Moderate southwest breezes at times near south and west coasts.",0.00,0.00,1.00,0.00,2.00,1.00
2018-12-23,boards,"TODAY ... One further interval of rain will develop across the west-central counties this morning and will drift to the southeast by mid-day, bringing another 5 to 10 mm of rain. Some clearing will develop gradually elsewhere, and in all areas by later afternoon, and it will become rather breezy at times from the northwest, with slowly falling temperatures as a result. Highs 8 to 11 C for most, 6 to 8 C in parts of Ulster.",0.00,0.00,2.00,0.00,0.00,1.00
2018-12-24,boards,"TODAY ... Mostly cloudy, a few brighter intervals may develop by afternoon, as rather extensive fog and mist will be slow to clear, and when they do so, higher cloud layers are over top anyway. Rather cold in Ulster and east Connacht, much of Leinster, but warming up gradually to reach about 7 or 8 C. Staying milder in Munster and south, west Connacht, light rain at times, but as this spreads back to the north, it will be dying out gradually too. Highs 10 to 12 C. Generally light winds from an easterly direction.",1.00,1.00,1.00,0.00,4.00,2.00
2018-12-27,boards,"TODAY ... Misty with some lingering fog, also the occasional brighter interval especially near some coasts. Light rain off the west coast will begin to overspread north Connacht and west Ulster this afternoon and evening, amounts slight (2 to 5 mm by morning). Highs 9 to 12 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-12-28,boards,"TODAY ... Cloudy with some sunny breaks developing mid-day and afternoon, very mild. Highs 12 to 14 C.",0.00,0.00,0.00,0.00,1.00,0.00
2019-01-02,boards,"TODAY ... Cloudy with a few sunny breaks mostly in north and east, patchy drizzle from low cloud or fog in parts of south and west, some isolated dense fog may reduce visibility near higher terrain in southwest. Light southeast winds or calm. Highs generally 6 to 9 C.",0.00,0.00,1.00,0.00,4.00,2.00
2019-01-03,boards,"TODAY ... Cloudy with a few brighter intervals, those more likely in north and east. Patchy drizzle but little if any accumulation, in some parts of south and west. Highs 6 to 10 C, mildest in Kerry, coldest in east Ulster and north Leinster.",1.00,0.00,1.00,0.00,1.00,0.00
2019-01-04,boards,"TODAY ... Mostly cloudy, light winds, highs 7 to 10 C.",0.00,0.00,0.00,0.00,1.00,1.00
2019-01-05,boards,"TODAY ... Mostly cloudy with a few brighter intervals in central and northern counties. Rather cold, except in coastal south and west. Highs generally 5 to 9 C, near 10 C for those coastal regions.",1.00,0.00,0.00,0.00,1.00,0.00
2019-01-06,boards,"TODAY ... Mostly cloudy, some light rain in west and north but generally dry in south and east, highs 7 to 11 C. Moderate southwest winds will develop in northwest coastal counties.",0.00,0.00,1.00,1.00,1.00,1.00
2019-01-07,boards,"TODAY ... Mostly cloudy, some light rain at times in north, isolated showers south and central counties, anything heavier will be quite brief and amounts 2 to 5 mm at most. Winds westerly 40 to 70 km/hr veering to northwesterly 50 to 80 km/hr. Highs 8 to 11 C.",0.00,0.00,2.00,0.00,1.00,2.00
2019-01-08,boards,"TODAY ... Cloudy with a few sunny breaks developing in north and east, moderate northwest to north winds adding a rather cold feel although temperatures just slightly down from recent days at 7 to 10 C.",1.00,0.00,0.00,0.00,1.00,1.00
2019-01-09,boards,"TODAY ... Cloudy with a few brighter intervals, isolated showers or patchy drizzle, in light northerly breezes (backing to westerly near west coast later). Rather cold especially in Ulster and Leinster. Highs will range from 6 C near east coast and in most of Ulster, to 10 C in Kerry and some other coastal areas of south and west.",1.00,0.00,2.00,0.00,1.00,3.00
2019-01-09,boards,"TODAY ... Cloudy with a few brighter intervals, isolated showers or patchy drizzle, in light northerly breezes (backing to westerly near west coast later). Rather cold especially in Ulster and Leinster. Highs will range from 6 C near east coast and in most of Ulster, to 10 C in Kerry and some other coastal areas of south and west.",1.00,0.00,2.00,0.00,1.00,3.00
2019-01-10,boards,"TODAY ... Cloudy at first with some patchy drizzle or light rain, more widespread in central Leinster, then gradually brightening up around mid-day or afternoon, in light north to northwest winds. Highs 8 to 10 C.",0.00,0.00,2.00,0.00,1.00,1.00
2019-01-11,boards,"TODAY ... Mostly cloudy, patchy drizzle or light rain in parts of Munster, but a few breaks in the overcast later, highs 8 to 11 C.",0.00,0.00,2.00,0.00,2.00,0.00
2019-01-12,boards,"TODAY ... Breezy, mild, outbreaks of light rain in north by afternoon, winds westerly 50 to 70 km/hr. Highs 9 to 12 C.",0.00,0.00,1.00,0.00,0.00,3.00
2019-01-13,boards,"TODAY ... Breezy to windy, mild, although slightly colder in east Ulster, winds west to northwest 50 to 80 km/hr. Highs in the range of 8 to 11 C, mildest in south. A few brief showers but only slight accumulations.",1.00,0.00,1.00,0.00,0.00,3.00
2019-01-14,boards,"TODAY ... Breezy and still somewhat milder than average with brief passing showers and some brighter intervals too, winds westerly 50 to 70 km/hr at times, highs 8 to 11 C.",0.00,0.00,1.00,0.00,0.00,3.00
2019-01-15,boards,"TODAY ...  Partly cloudy to overcast, rain developing in west by late in the day, moderate southwest winds and highs 8 to 12 C.",0.00,0.00,1.00,0.00,2.00,1.00
2019-01-16,boards,"TODAY ... Some sunshine and cold westerly winds at first, showers becoming more widespread and taking a wintry turn over higher parts of the north and west. Winds west to northwest 40 to 70 km/hr, highs 5 to 8 C, temperatures tending to drop in vicinity of heavier showers.",1.00,0.00,2.00,0.00,0.00,3.00
2019-01-17,boards,"TODAY ... Sunny and cold with increasing cloud in west, highs 5 to 7 C. Isolated wintry showers are still possible over higher terrain in the north and west.",1.00,0.00,1.00,0.00,1.00,0.00
2019-01-18,boards,"TODAY ... Some further light rain in parts of Ulster and Leinster this morning, with sleet on some higher ground. Gradual clearing to partly cloudy skies later. There will still be a few isolated showers in the drier air mass, already evident around Galway, but these will be hit or miss with slight risk of hail. Rather cold especially in north and east today, highs 5 to 8 C. South and west coast may approach 10 C later.",1.00,0.00,4.00,2.00,1.00,1.00
2019-01-19,boards,"TODAY ... Partly to mostly cloudy, a few widely scattered showers, some sleety over higher terrain. Rather cold, but winds should remain moderate at worst, with highs 6 to 9 C, the milder readings likely to be in Munster and south to west Connacht.",1.00,0.00,1.00,0.00,1.00,1.00
2019-01-20,boards,"TODAY ... A few showers with sleet mixing in on higher ground, but a general clearing trend by afternoon, rather chilly north to northeast winds 40 to 60 km/hr, but a bit of sunshine may compensate for that. Highs 5 to 8 C for most, near 10 C around coastal Munster and Connacht.",0.00,0.00,2.00,0.00,0.00,1.00
2019-01-21,boards,"TODAY ... Increasing cloud this morning, staying quite cold with the frost slowly dissipating. Overcast with outbreaks of light rain by afternoon or evening, winds increasing to southwest 50 to 80 km/hr. Highs eventually reaching 5 to 8 C.",1.00,0.00,1.00,0.00,2.00,1.00
2019-01-22,boards,"TODAY ... Windy and cold with mixed wintry showers, some accumulations of snow on hills, sleet or hail showers near sea level, mixed with some sunny breaks, in gusty west to northwest winds 50 to 80 km/hr, adding chill factor to highs only 4 to 6 C. Feeling closer to -1 C. Some thunder possible with showers of various types. Heavier showers of all types are likely to be found in north and west but could happen anywhere. Watch for patches of black ice on roads both this morning and again this evening after sunset.",3.00,0.00,7.00,0.00,0.00,2.00
